id,repo_id,label,url,if_mulit_commit,message,new_message1,authorEmail,commitDate
7102,4,0,https://github.com/square/okhttp/commit/c9496d350c0c3bb4b9d9571c3ab97181726561e2, ,Invalidate the cache even if the response has no body. <enter>  <enter> Closes: https://github.com/square/okhttp/issues/3203,Invalidate the cache even if the response has no body.  <enter> Closes :  <link> ,developerr2,2017-04-15T17:08:46Z
7120,4,0,https://github.com/square/okhttp/commit/8864c5d687df432021a4409aad4e0448ed030c5a, ,Permit network interceptors to rewrite the host header. <enter>  <enter> This makes it possible to do domain fronting. <enter>  <enter> Closes https://github.com/square/okhttp/issues/3103,Permit network interceptors to rewrite the host header.  <enter> This makes it possible to do domain fronting. <enter>  Closes <link> ,developerr2,2017-01-16T01:42:17Z
7137,4,0,https://github.com/square/okhttp/commit/ca76167504d5323f2a8c1011402907b9a755585c, ,Make the crawler a little better. <enter>  <enter> Name threads by their URLs. Don't follow all fragments of the same URL.,Make the  <file_name>  a little better.  <enter> <iden> threads by their URLs. Don't follow all fragments of the same <iden>. ,developerr2,2017-01-07T20:07:46Z
7158,4,3,https://github.com/square/okhttp/commit/ef6e605fafe8bd65045b42ae0decd5f91c3ec6c6, ,Change HttpURL.redact() to return a String.,Change  <method_name>  to return a <iden>. ,developerr2,2016-12-01T03:45:58Z
7159,4,0,https://github.com/square/okhttp/commit/c3e31674ea267b6fc01cb5a857d5937ca3f7740b, ,Changelog for OkHttp 3.5.0.,Changelog for <iden> <version>. ,developerr2,2016-12-01T04:20:20Z
7160,4,0,https://github.com/square/okhttp/commit/5d43df973ae841ca05a63580c6a225ff251c410b, ,Fix an invalid HTML entity in the SlackApi Javadoc. <enter>  <enter> And-per-se-and,Fix an invalid HTML entity in the  <file_name>  Javadoc.  <enter> And-per-se-and ,developerr2,2016-12-01T15:52:06Z
7235,4,0,https://github.com/square/okhttp/commit/fd509b937c4a5438fe02ddf06ade5ad56736af5d, ,Inject a leading . for better matching under JavaNetCookieJar <enter>  <enter> Closes: https://github.com/square/okhttp/issues/2549,Inject a leading . for better matching under  <file_name> <enter> Closes :  <link> ,developerr2,2016-07-13T03:22:49Z
7237,4,0,https://github.com/square/okhttp/commit/bf40d52edbb88d5afaa35af24837e3b72ac84eab, ,Fix a test to not require a fallback IP address. <enter>  <enter> This might be an unexpected upside of the migration to the Call API. <enter>  <enter> Closes: https://github.com/square/okhttp/issues/2178,Fix a test to not require a fallback <iden> address.  <enter> This might be an unexpected upside of the migration to the Call API. <enter>  Closes :  <link> ,developerr2,2016-07-12T02:32:51Z
7255,4,0,https://github.com/square/okhttp/commit/8688f539f17b5fe1be9ffc8bf167b88b1558084a, ,More docs for HttpUrl. <enter>  <enter> Closes: https://github.com/square/okhttp/issues/2577 <enter> Closes: https://github.com/square/okhttp/issues/2263,More docs for  <method_name> <enter> Closes :  <link> Closes :  <link> ,developerr2,2016-07-06T00:06:43Z
7266,4,2,https://github.com/square/okhttp/commit/5b8c043329b181d6d762d6192f3ded8abd84852e, ,"Fix tests to share a common Dispatcher. <enter>  <enter> Also fix the memory limit, which may prevent Travis from failing <enter> our tests.","Fix tests to share a common <iden>.  <enter> Also fix the memory limit, which may prevent Travis from failing our tests. ",developerr2,2016-06-25T23:44:33Z
7269,4,3,https://github.com/square/okhttp/commit/15a5bc40a4520d935bbc02a3552f51dda77fcc9c, ,"Collapse interceptors into a single chain. <enter>  <enter> Instead of having a chain of application interceptors and a separate chain <enter> of network interceptors, this makes a single heterogeneous chain. It makes <enter> the OkHttp core and network caller into interceptors.","Collapse interceptors into a single chain.  <enter> Instead of having a chain of application interceptors and a separate chain of network interceptors, this makes a single heterogeneous chain. It makes the <iden> core and network caller into interceptors. ",developerr2,2016-06-25T17:44:09Z
7287,4,0,https://github.com/square/okhttp/commit/9b4e74f8c8ce6fff4281c2d7369fb25f6772a64e, ,"A Pipe. <enter>  <enter> This is something we need to implement HttpURLConnection atop the native <enter> OkHttp API. The application thread wants to be active, writing to its <enter> OutputStream. But in OkHttp's API, this work wants to happen in the <enter> RequestBody.writeTo() callback. To make this work we give the HttpUrlConnection <enter> OutputStream the sink end of the pipe, and the RequestBody the source end <enter> of the pipe. It's a bit of plumbing, but the benefit is that backpressure, <enter> timeouts, and failures will propagate as expected.","A  <method_name> <enter> This is something we need to implement HttpURLConnection atop the native OkHttp API. The application thread wants to be active, writing to its OutputStream. But in OkHttp's API, this work wants to happen in the RequestBody.writeTo() callback. To make this work we give the HttpUrlConnection OutputStream the sink end of the pipe, and the RequestBody the source end of the pipe. It's a bit of plumbing, but the benefit is that backpressure, timeouts, and failures will propagate as expected. ",developerr2,2016-06-18T18:11:20Z
7294,4,0,https://github.com/square/okhttp/commit/ad103f421ea546c1cb929eef0610eac5291a0607, ,Use Moshi in OkHttp. <enter>  <enter> As discussed here: https://github.com/square/okhttp/pull/2492,Use <iden> in <iden>.  <enter> As discussed here:  <link> ,developerr2,2016-04-22T09:20:30Z
7299,4,0,https://github.com/square/okhttp/commit/6b9eeb18d4f42d0fbadaa6d7e83b0cbaf135a054, ,Update changelog for OkHttp 3.3.0.,Update changelog for <iden> <version>. ,developerr2,2016-05-25T02:07:41Z
7323,4,0,https://github.com/square/okhttp/commit/85f74e2004eaf0d4ff339e8644df3d8e716361e5, ,Accept user-provided trust managers in OkHttpClient.Builder <enter>  <enter> Closes: https://github.com/square/okhttp/issues/2427,Accept user-provided trust managers in  <method_name> <enter> Closes :  <link> ,developerr2,2016-03-28T23:02:25Z
7348,4,0,https://github.com/square/okhttp/commit/b8fd4e3de0098c44010800c8206000a21feeb252, ,Update readme and changelog for 3.1.2.,Update readme and changelog for <version>. ,developerr2,2016-02-10T14:18:57Z
7366,4,0,https://github.com/square/okhttp/commit/18b2660873ed8f028ee72981c882ed676aa08030, ,"New CertificateAuthorityCouncil class to normalize certificate chains. <enter>  <enter> The goal of this is to get the root CA certificate into the certificate <enter> chain, so that it can be considered by the certificate pinner. The work <enter> to integrate CertificateAuthorityCouncil with CertificatePinner will <enter> come in a follow-up PR. <enter>  <enter> See: https://github.com/square/okhttp/issues/1699","New  <file_name>  class to normalize certificate chains.  <enter> The goal of this is to get the root <iden> certificate into the certificate chain, so that it can be considered by the certificate pinner. The work to integrate  <file_name>  with <iden> will come in a follow-up PR. <enter> See:  <link> ",developerr2,2016-01-31T19:10:15Z
7387,4,0,https://github.com/square/okhttp/commit/d0c7fd06bf4e412b5dd942ac590e7ac2585927ff, ,Update website to link to OkHttp 3.x Javadoc.,Update website to link to OkHttp <version> <iden>. ,developerr2,2016-01-02T14:37:59Z
7393,4,2,https://github.com/square/okhttp/commit/7826bcb2fb1facb697a4c512776756c05d8c9deb, ,Fix some get prefixes on Cache and ConnectionPool.,Fix some get prefixes on  <file_name>  and  <method_name>  ,developerr2,2016-01-02T07:07:30Z
7418,4,3,https://github.com/square/okhttp/commit/e991459c7c1f46d432ff4312cf7409884518655c, ,First step in parsing Set-Cookie headers.,First step in parsing Set- <file_name>  headers. ,developerr2,2015-12-27T22:26:29Z
7545,4,3,https://github.com/square/okhttp/commit/4262a05f8e858ac9c39599b2e1dfc53c03020cd2, ,Write some new connection pool tests. <enter>  <enter> These use the Call APIs. They're high-level so they won't break with the <enter> implementation rewrite.,Write some new connection pool tests.  <enter> These use the <iden> APIs. They're high-level so they won't break with the implementation rewrite. ,developerr2,2015-11-24T00:30:39Z
7552,4,0,https://github.com/square/okhttp/commit/cc216c6f731f4f08ac29e5619943f502c50bfafd, ,Add Call.isExecuted(). <enter>  <enter> Might be useful to expose this bookkeeping to app developers.,Add  <method_name> <enter> Might be useful to expose this bookkeeping to app developers. ,developerr2,2015-11-22T16:11:50Z
7557,4,0,https://github.com/square/okhttp/commit/e36d7ecc26be18021da3555fc8b14381df7af34d, ,"Fix flakiness in CallTest.cancelTagImmediatelyAfterEnqueue() <enter>  <enter> There's a race where the HTTP engine has been created, but not yet connected <enter> and the cancel isn't as immediate as it could be. Fix the test by making sure <enter> there's a response to be retrieved. <enter>  <enter> With the upcoming connection pool changes we might make the implementation <enter> more robust. <enter>  <enter> Closes: https://github.com/square/okhttp/issues/2001","Fix flakiness in  <method_name> <enter> There's a race where the HTTP engine has been created, but not yet connected and the cancel isn't as immediate as it could be. Fix the test by making sure there's a response to be retrieved. <enter> With the upcoming connection pool changes we might make the implementation more robust. <enter>  Closes :  <link> ",developerr2,2015-11-19T03:59:24Z
7585,4,0,https://github.com/square/okhttp/commit/868ee844458eda9ee7b1b6f9a5238b7c3f84c0e4, ,"Drop our one remaining DSS cipher suite. <enter>  <enter> Tracking Chrome and Firefox, which have also dropped this cipher suite. <enter>  <enter> This is the only cipher suite change since the last update. See our cipher <enter> suites spreadsheet for a comparison: https://goo.gl/dWXbi0 <enter>  <enter> Closes https://github.com/square/okhttp/issues/1476","Drop our one remaining <iden> cipher suite.  <enter> Tracking <iden> and Firefox, which have also dropped this cipher suite. <enter> This is the only cipher suite change since the last update. See our cipher suites spreadsheet for a comparison:  <url>  <enter>  Closes <link> ",developerr2,2015-11-05T06:06:10Z
7596,4,0,https://github.com/square/okhttp/commit/41bee9b70dfbe182697e32d2a8ad1f4b2885af02, ,More interceptor tests. <enter>  <enter> Test interactions with the response cache and HttpURLConnection.,More interceptor tests.  <enter> Test interactions with the response cache and <iden>. ,developerr2,2014-12-23T05:24:15Z
7605,4,3,https://github.com/square/okhttp/commit/e4dd6cfd63b251fba7a37e773f91c6bb4150b6bf, ,Handle null fragments.,Handle null fragments. ,developerr2,2015-10-31T00:32:20Z
7612,4,0,https://github.com/square/okhttp/commit/32b7675b726a1ca62f5080581f6daaf9b7c6a48e, ,Use ResponseBody to model the response body everywhere. <enter>  <enter> This makes cache writing and gzip layering work a bit nicer <enter> because there are fewer fields in HttpEngine to track the <enter> various competing streams.,Use <iden> to model the response body everywhere.  <enter> This makes cache writing and gzip layering work a bit nicer because there are fewer fields in  <file_name>  to track the various competing streams. ,developerr2,2014-12-22T04:20:07Z
7620,4,0,https://github.com/square/okhttp/commit/e74e3f3bf744ef7f4d8ee724a7cf2347e486cfab, ,"Move cache writing out of the transport. <enter>  <enter> This is necessary to unblock network interceptors, where the interceptor <enter> may elect to rewrite the response body. If we've already cached the <enter> original response body, we're too late.","Move cache writing out of the  <method_name> <enter> This is necessary to unblock network interceptors, where the interceptor may elect to rewrite the response body. If we've already cached the original response body, we're too late. ",developerr2,2014-12-21T18:25:41Z
7638,4,3,https://github.com/square/okhttp/commit/a4a79586d8aec87344ef81c0a46fcb3c8b61ce88, ,Permit release candidates in version numbers.,Permit release candidates in version numbers. ,developerr2,2014-11-05T05:30:05Z
7717,4,0,https://github.com/square/okhttp/commit/112f020c411c9d14f34e480b98325777b25a7434, ,Change the cache to have non-shared semantics. <enter>  <enter> This means we'll cache responses that use an 'Authorization' header. This <enter> means OkHttp's cache shouldn't be used on middleboxes that sit between <enter> user agents and the origin server; in practice this is never a use case <enter> for OkHttp. <enter>  <enter> Fixes https://github.com/square/okhttp/issues/1035,Change the cache to have non-shared semantics.  <enter> This means we'll cache responses that use an <iden> header. This means OkHttp's cache shouldn't be used on middleboxes that sit between user agents and the origin server; in practice this is never a use case for OkHttp. <enter>  Fixes <link> ,developerr2,2014-11-01T15:53:05Z
7720,4,3,https://github.com/square/okhttp/commit/a560f721937f7f7299167a4d1c3f3ca87998635b, ,"Expose internal APIs for pluggable file systems. <enter>  <enter> We aren't yet ready to make FileSystem a public type, but I don't mind <enter> making it _almost_ available via an internal API for those brave enough <enter> to try that. <enter>  <enter> Also migrate all of our tests to use the in memory file system. It's simpler. <enter>  <enter> https://github.com/square/okhttp/issues/1459","Expose internal APIs for pluggable file systems.  <enter> We aren't yet ready to make <iden> a public type, but I don't mind making it _almost_ available via an internal API for those brave enough to try that. <enter> Also migrate all of our tests to use the  <method_name>  It's simpler. <enter>  <link> ",developerr2,2015-08-01T18:43:51Z
7729,4,0,https://github.com/square/okhttp/commit/8d4230b78d283924842edbe963b10cfb43737338, ,Don't append to a truncated line in the journal. <enter>  <enter> Fixes https://github.com/square/okhttp/issues/1099,Don't append to a truncated line in the journal.  <enter> Fixes <link> ,developerr2,2014-10-24T03:39:42Z
7751,4,0,https://github.com/square/okhttp/commit/3bee7aca20ddde7137c874ab918d2dc603d3026e, ,Test that conditional misses update the cache. <enter>  <enter> Closes https://github.com/square/okhttp/issues/1712,Test that conditional misses update the cache.  <enter> Closes <link> ,developerr2,2015-06-20T14:49:38Z
7797,4,2,https://github.com/square/okhttp/commit/8fe27a50c2c88d382e6dc6600836bcc57fc7b0cf, ,Crash on unexpected RuntimeExceptions. <enter>  <enter> Currently we're sweeping these under the rug.,Crash on unexpected RuntimeExceptions.  <enter> Currently we're sweeping these under the rug. ,developerr2,2015-05-17T22:05:37Z
7832,4,0,https://github.com/square/okhttp/commit/26401d816215e1050b8c1cc070ddc7f6210df523, ,Use Okio 1.4.0 final.,Use Okio <version> final. ,developerr2,2015-05-16T18:30:03Z
7840,4,3,https://github.com/square/okhttp/commit/1ba78fa29d1c0667bf7fb5efac2a9898d1d98b43, ,Some POST samples.,Some POST samples. ,developerr2,2014-05-31T14:01:19Z
7842,4,3,https://github.com/square/okhttp/commit/65a64c54072ea9a169098ff087cccfe726de03d5, ,APIs to set and remove path segments.,APIs to set and remove path segments. ,developerr2,2015-05-15T00:22:21Z
7854,4,0,https://github.com/square/okhttp/commit/2ec2027fc00e24a83cd7bb7fef8b11e7c751bc13, ,Add missing copyright headers. <enter>  <enter> https://github.com/square/okhttp/issues/880,Add missing copyright headers.  <enter> <link> ,developerr2,2014-05-31T01:05:57Z
7871,4,3,https://github.com/square/okhttp/commit/7e28b1d6b6834879556b9c3caa62e49e428351cc, ,Change HttpResponseCache to not implement java.net.ResponseCache. <enter>  <enter> This marks some methods as @Deprecated and internal-only. <enter> Unfortunately we don't have a great mechanism to hide them from <enter> the documented API.,Change  <file_name>  to not implement java.net.ResponseCache.  <enter> This marks some methods as  @deprecated  and internal-only. Unfortunately we don't have a great mechanism to hide them from the documented <iden>. ,developerr2,2014-04-29T01:01:46Z
7875,4,3,https://github.com/square/okhttp/commit/53ebedf932b71bed7b05220e31b24388301168a4, ,Implement query parameter management. <enter>  <enter> The tricky part of this is '+' and ' ' management.,Implement query parameter management.  <enter> The tricky part of this is '+' and ' ' management. ,developerr2,2015-05-10T21:54:32Z
7878,4,3,https://github.com/square/okhttp/commit/770a1f954dfbd1b956ffceaf67c38f10a4de4401, ,Small cleanups. <enter>  <enter> Return the OkHttpClient on setters. <enter> Remove some completed TODOs in Call. <enter> Link to Okio in Javadoc.,Small cleanups.  <enter> Return the  <file_name>  on setters. Remove some completed TODOs in  <method_name>  Link to Okio in Javadoc. ,developerr2,2014-04-27T16:40:58Z
7939,4,3,https://github.com/square/okhttp/commit/d3c57bd4f38d5d3944da88266dd9b474a84d802b, ,HttpURL parsing. <enter>  <enter> This includes everything but character encoding. The implementation <enter> is built around one oversized method that runs top to bottom; I found <enter> this was easier to follow than the switch statement recommended by the <enter> URL standard., <file_name>  parsing.  <enter> This includes everything but character encoding. The implementation is built around one oversized method that runs top to bottom; I found this was easier to follow than the switch statement recommended by the <iden> standard. ,developerr2,2015-05-04T01:01:26Z
7962,4,0,https://github.com/square/okhttp/commit/d017be5b0042d2142d9b541c1403aa393c2c7fdd, ,Test differences between user and network responses for gzip.,Test differences between user and network responses for gzip. ,developerr2,2014-05-19T13:50:33Z
7964,4,2,https://github.com/square/okhttp/commit/5b6f64a46220911466350202ae974f167497225a, ,Fix HTTP post retransmit in the new API. <enter>  <enter> We don't buffer response bodies in the new API. But we should retransmit <enter> POST bodies when a request fails.,Fix <iden> post retransmit in the new API.  <enter> We don't buffer response bodies in the new API. But we should retransmit POST bodies when a request fails. ,developerr2,2014-04-23T04:55:58Z
7970,4,0,https://github.com/square/okhttp/commit/2e07d308d2189e9ffef4fa958fa20f467ffdcfe5, ,"Custom trust recipe. <enter>  <enter> To my great delight, Java and Android can read .pem files without <enter> the BKS or JKS store files we typically use to distribute trusted <enter> certificates. <enter>  <enter> This recipe includes a big copy-and-pasteable method for converting <enter> an InputStream of PEM files into an SSLContext. The rest of it is <enter> warnings about how dangerous that is. <enter>  <enter> Closes https://github.com/square/okhttp/issues/1336"," <file_name>  recipe.  <enter> To my great delight, <iden> and Android can read .pem files without the BKS or JKS store files we typically use to distribute trusted certificates. <enter> This recipe includes a big copy-and-pasteable method for converting an <iden> of <iden> files into an <iden>. The rest of it is warnings about how dangerous that is. <enter>  Closes <link> ",developerr2,2015-03-15T22:45:24Z
7980,4,0,https://github.com/square/okhttp/commit/1ab086360755fcb13356617fe6d738171889d810, ,"Add a test for interceptors throwing unchecked exceptions. <enter>  <enter> Our behavior here is not good. Right now it looks like we're leaking <enter> resources; nothing is releasing the socket in a 'finally' clause when <enter> interceptors crash. We're also not notifying the callback that the <enter> call has failed; that's left hanging. <enter>  <enter> That said, we don't expect applications to recover from these <enter> exceptions. <enter>  <enter> Closes https://github.com/square/okhttp/issues/1482","Add a test for interceptors throwing unchecked exceptions.  <enter> Our behavior here is not good. Right now it looks like we're leaking resources; nothing is releasing the socket in a 'finally' clause when interceptors crash. We're also not notifying the callback that the call has failed; that's left hanging. <enter> That said, we don't expect applications to recover from these exceptions. <enter>  Closes <link> ",developerr2,2015-03-15T17:45:22Z
7983,4,0,https://github.com/square/okhttp/commit/2d47bc2631048fc713dbc7dbb6e7603619fce776, ,"Add a test for corner-case behavior. <enter>  <enter> I'm looking to make HttpURLConnectionImpl delegate to Job, and that means <enter> writing tests for all the weird things it does above HttpEngine.","Add a test for corner-case behavior.  <enter> I'm looking to make HttpURLConnectionImpl delegate to Job, and that means writing tests for all the weird things it does above HttpEngine. ",developerr2,2014-04-21T23:16:01Z
8063,4,0,https://github.com/square/okhttp/commit/ff7946416d86aedcf154b868ba869241cd4816e9, ,"Add some pings to force happens-before in SPDY tests. <enter>  <enter> Previously we were relying on accidents to get our tests to pass. There <enter> may still be some that require work, but this should fix the three tests <enter> that I saw fail. <enter>  <enter> https://github.com/square/okhttp/issues/525","Add some pings to force happens-before in <iden> tests.  <enter> Previously we were relying on accidents to get our tests to pass. There may still be some that require work, but this should fix the three tests that I saw fail. <enter>  <link> ",developerr2,2014-04-18T02:16:44Z
8081,4,3,https://github.com/square/okhttp/commit/6c57d76915a7e79cc8b8f743ccd8ecc35889ce7c, ,"Track Connection ownership. <enter>  <enter> Connection ownership is somewhat racy: when an HttpURLConnection reads <enter> the last byte of a connection, its ownership is released and given to <enter> the connection pool.","Track  <file_name>  ownership.  <enter>  <file_name>  ownership is somewhat racy: when an HttpURLConnection reads the last byte of a connection, its ownership is released and given to the  <method_name>  ",developerr2,2014-03-30T23:40:21Z
8083,4,0,https://github.com/square/okhttp/commit/4c86085429edbeef0a383941936ee7b64cc3805e, ,Drop ALPN support. <enter>  <enter> https://github.com/square/okhttp/issues/666,Drop ALPN support.  <enter> <link> ,developerr2,2014-03-31T02:33:27Z
8118,4,3,https://github.com/square/okhttp/commit/8f035fc347f1ba9e4155ce99242c1a4f7d6e16dd, ,Restore support for ResponseCache.setDefault().,Restore support for ResponseCache.setDefault(). ,developerr2,2014-03-05T16:56:12Z
8143,4,0,https://github.com/square/okhttp/commit/6d8e198e2dd1ef808e81c57a9e88aa6218e0dbab, ,New mockwebserver docs.,New mockwebserver docs. ,developerr2,2014-03-01T03:47:02Z
8144,4,3,https://github.com/square/okhttp/commit/5c3cfd9148500c19794aec4ba44c426247b7bd72, ,Confirm that we use GMT formatting in setIfModifiedSince().,Confirm that we use <iden> formatting in <iden>(). ,developerr2,2014-03-01T14:15:56Z
8148,4,0,https://github.com/square/okhttp/commit/29ffd5237ec89577a67c781c746ce72f968efabe, ,Test for redirect leak bug.,Test for redirect leak bug. ,developerr2,2014-02-24T04:31:22Z
8155,4,3,https://github.com/square/okhttp/commit/97524fb5c9b94b1544a641f115318a41d976a801, ,Use OkBuffer in Http20Draft09Test.,Use <iden> in  <method_name>  ,developerr2,2014-02-23T23:33:15Z
8177,4,0,https://github.com/square/okhttp/commit/dac5aed3d5f9307b9d1ab0a8c7840b232d053ef3, ,"Move connection pooling logic. <enter>  <enter> Previously we had this ugly, awkward release() method that <enter> attempted to manage connection pooling, discarding streams <enter> for caching, and closing broken streams. <enter>  <enter> Move connection reuse to HttpConnection, with policy informed <enter> by HttpEngine. It specifies what to do when the connection <enter> becomes idle: pool, close or hold. The connection does what <enter> it's told.","Move  <file_name>  pooling logic.  <enter> Previously we had this ugly, awkward release() method that attempted to manage  <file_name>  pooling, discarding streams for caching, and closing broken streams. <enter> Move  <file_name>  reuse to  <file_name> , with policy informed by  <method_name>  It specifies what to do when the  <file_name>  becomes idle: pool, close or hold. The  <file_name>  does what it's told. ",developerr2,2014-02-15T23:27:19Z
8208,4,0,https://github.com/square/okhttp/commit/855c114f4f6fce3e0e1ae71479f89c9d5ad066d6, ,"Read/write access for byte, short and int. <enter>  <enter> This is big-endian only because that's all we use in OkHttp.","Read/write access for byte, short and int.  <enter> This is big-endian only because that's all we use in OkHttp. ",developerr2,2014-01-29T05:08:27Z
8215,4,3,https://github.com/square/okhttp/commit/5fe67f1bfc00a1c2027802515079137f6fd70bea, ,Implement moving bytes between OkBuffers. <enter>  <enter> This is more complicated than I'd anticipated.,Implement moving bytes between OkBuffers.  <enter> This is more complicated than I'd anticipated. ,developerr2,2014-01-27T04:46:30Z
8216,4,0,https://github.com/square/okhttp/commit/32a2b1d8d000a19d4a340cc1d77a68973a9d65dc, ,"OkBuffer API sketch. <enter>  <enter> I'm unhappy with java.io: <enter>  * No timeouts. <enter>  * Every layer needs to copy bytes around. Always copying bytes. <enter>  * Features like mark/reset and available() are clumsy. <enter>  * Its awkard in mixed text/binary protocols like HTTP because <enter>    character decoding is separate and takes over the stream. <enter>  <enter> Unfortunately java.nio isn't better, just different: <enter>  * It's complex. <enter>  * Buffers are fixed size. <enter>  * No built-in buffer pooling. <enter>  * Features like mark/reset/position are clumsy. <enter>  <enter> This is an obnoxious attempt at a 3rd I/O interface, mostly <enter> inspired by InputStream and OutputStream, but using growable <enter> buffers instead of byte arrays as the core data container."," <file_name>  API sketch.  <enter> <iden>'m unhappy with java.io:  * No timeouts.  * Every layer needs to copy bytes around. Always copying bytes.  * Features like mark/reset and available() are clumsy.  * Its awkard in mixed text/binary protocols like <iden> because  character decoding is separate and takes over the stream. <enter> Unfortunately java.nio isn't better, just different:  * It's complex.  * <iden> are fixed size.  * No built-in buffer pooling.  * Features like mark/reset/position are clumsy. <enter> This is an obnoxious attempt at a 3rd <iden>/O interface, mostly inspired by <iden> and <iden>, but using growable buffers instead of byte arrays as the core data container. ",developerr2,2014-01-26T16:31:23Z
8230,4,0,https://github.com/square/okhttp/commit/97741e94fba896f2aede30aecb789efe409202cf, ,Don't unzip if there isn't a response body. <enter>  <enter> https://github.com/square/okhttp/issues/358,Don't unzip if there isn't a response body.  <enter> <link> ,developerr2,2014-01-22T03:47:50Z
8254,4,0,https://github.com/square/okhttp/commit/46a0852c202acf68cd890867a35f8e51b81c2948, ,Don't attempt TLS modes we know will fail. <enter>  <enter> https://github.com/square/okhttp/issues/442,Don't attempt <iden> modes we know will fail.  <enter> <link> ,developerr2,2014-01-16T05:46:09Z
8268,4,3,https://github.com/square/okhttp/commit/9eb276043fc14cda856671ccdba4065bba2a7bae, ,Small docs fixes. Remove OkHttp 2 warnings.,Small docs fixes. Remove <iden> 2 warnings. ,developerr2,2014-01-10T15:01:32Z
8275,4,3,https://github.com/square/okhttp/commit/3eda83ab14d334bf5a5cb900674df1552de74e73, ,Platform.getMtu is unused. <enter>  <enter> This was a failed experiment., <method_name>  is unused.  <enter> This was a failed experiment. ,developerr2,2014-01-07T04:28:04Z
8290,4,0,https://github.com/square/okhttp/commit/59a6804c91328c2d1eb096054590b213ab711d22, ,Tests for canceling async requests.,Tests for canceling async requests. ,developerr2,2014-01-05T19:11:10Z
8310,4,0,https://github.com/square/okhttp/commit/30ecba897fb624df201f0a014b54a604418a0e73, ,Use Request and Response types in OkResponseCache. <enter>  <enter> This breaks support for java.net.ResponseCache implementations. That's <enter> good. That API is akward and can't support important features like <enter> conditional GETs and hit tracking.,Use  <file_name>  and  <file_name>  types in  <method_name> <enter> This breaks support for java.net.ResponseCache implementations. That's good. That <iden> is akward and can't support important features like conditional GETs and hit tracking. ,developerr2,2013-12-29T17:58:20Z
8312,4,0,https://github.com/square/okhttp/commit/37c01895cca5ec2bec26a3d381611f0938acd6d0, ,Define async APIs and switch Job to use HttpEngine directly. <enter>  <enter> Using HttpEngine directly introduces some duplicated code with <enter> HttpURLConnection. It also breaks the response cache. I think <enter> this is the best route going forward; and eventually we could <enter> invert this relationship to have HttpURLConnection depending on <enter> Job directly rather than vice versa.,Define async APIs and switch  <file_name>  to use <iden> directly.  <enter> Using <iden> directly introduces some duplicated code with <iden>. It also breaks the  <file_name>  cache. I think this is the best route going forward; and eventually we could invert this relationship to have <iden> depending on  <file_name>  directly rather than vice versa. ,developerr2,2013-12-28T19:20:55Z
8334,4,3,https://github.com/square/okhttp/commit/742cee9e41eebb3f8af3b830f7b62ef898a14976, ,Static HTTPS/SPDY3/HTTP2 server example,Static HTTPS/SPDY3/HTTP2 server example ,developerr2,2013-09-07T15:21:14Z
8336,4,2,https://github.com/square/okhttp/commit/8f03548249d3292ab95fc5cf016b51133705e771, ,Fix checkstyle issues in new Cookie code.,Fix checkstyle issues in new <iden> code. ,developerr2,2013-09-03T15:13:03Z
8338,4,0,https://github.com/square/okhttp/commit/29ab48bf0dfbac1b249f2233de08fa948bad11d8, ,"Fix a race condition in Connection.isExpired(). <enter>  <enter> This was causing some SPDY connections to be evicted early, <enter> and preventing connection reuse. <enter>  <enter> The spdyConnectionReuse test becomes flaky with the <enter> fix that makes MockWebServer use different sequenceNumbers <enter> for different requests on the same socket. With the fix <enter> the test is no longer flaky. The old test wasn't good enough <enter> to detect what it wanted to detect! <enter>  <enter> This race has existed in the code since we added more <enter> aggressive time-based expiration in January 2013. In my <enter> basic tests the race impacted ~20% of connections on a <enter> desktop VM. It may have been more on mobile.","Fix a race condition in  <method_name> <enter> This was causing some <iden> connections to be evicted early, and preventing connection reuse. <enter> The spdyConnectionReuse test becomes flaky with the fix that makes  <file_name>  use different sequenceNumbers for different requests on the same socket. With the fix the test is no longer flaky. The old test wasn't good enough to detect what it wanted to detect! <enter> This race has existed in the code since we added more aggressive time-based expiration in January 2013. In my basic tests the race impacted ~20% of connections on a desktop VM. It may have been more on mobile. ",developerr2,2013-09-28T19:43:31Z
8367,4,3,https://github.com/square/okhttp/commit/00a50d1919549b51d941aeb893b2a5ed465aa472, ,Teach MockWebServer SPDY. <enter>  <enter> Kill MockSpdyServer in the process.,Teach  <file_name>  <iden>.  <enter> Kill  <file_name>  in the process. ,developerr2,2013-08-05T22:09:31Z
8382,4,3,https://github.com/square/okhttp/commit/ef09f798a32dc4d0593388054e446f199c14ec8f, ,Don't use IOException APIs not in Gingerbread,Don't use <iden> APIs not in Gingerbread ,developerr2,2013-07-12T04:43:03Z
8393,4,3,https://github.com/square/okhttp/commit/5f87fc19ab269a929b61c088a806a674644caa6a, ,"Introduce a Policy interface between engine and connection. <enter>  <enter> This breaks the direct dependency from HttpEngine to <enter> HttpURLConnectionImpl. With this dependency broken, we <enter> can start to use HttpEngine directly from Dispatcher and <enter> Job.","Introduce a  <file_name>  interface between engine and connection.  <enter> This breaks the direct dependency from  <file_name>  to  <method_name>  With this dependency broken, we can start to use  <file_name>  directly from Dispatcher and Job. ",developerr2,2013-07-09T05:17:26Z
