label,new_message1
0,Prepare next development version. 
0,Prepare for release <version>. 
3,Configure travis caching for gradle. 
0,"Introduce  <method_name> <enter> This is the payoff that preceding changes have been working towards. This splits  <file_name>  into three parts: <enter>  -  <file_name> : strategy to allocate connections for exchanges  -  <file_name> : a single  <file_name>  pair  -  <file_name> : a sequence of exchanges for a <iden> <enter> The refactoring isn't totally complete, but this should be the last big one. <enter>  <link> "
3,Introduce  <method_name>  responseFailed events  <enter> These replace <iden>() / <iden>() in some failure scenarios. They may also be issued in cases where no event was published previously. 
0,Support follow-ups for duplex requests.  <enter> <link> 
0,Don't call <iden>() twice when application interceptors proceed twice.  <enter> I'm working towards reducing the role  <file_name>  plays. <enter>  <link> 
2,Fix some maven problems that are blocking the <version> release 
0,Permit multipart filenames to contain non-ascii characters  <enter> Closes :  <link> 
3,"Run IntelliJ inspections on the codebase  <enter> Some nullability warnings, some diamond operators, adopting Objects.equals(), and some dead code elimination. "
3,"Drop code for <iden> <version> through <version>.  <enter> No more Gingerbread, Honeycomb, Ice Cream Sandwich, Jelly Bean or KitKat. "
0,Move TLSv1 and <iden><version> to COMPATIBLE_<iden>.  <enter> We no longer connect to <iden><version> or <iden><version> servers out-of-the-box; instead it is necessary to enable COMPATIBLE_<iden> in the OkHttpClient configuration. <enter> This is in the path to later removing these <iden> versions completely; that is scheduled for March 2020 by some browsers. <enter>  <link> 
0,Don't crash on IPv4-mapped <iden> addresses  <enter> <link> 
3,Exclude 'internal' packages in generated Javadocs 
0,"Whole operation timeouts  <enter> Strictly-speaking this change is backwards-incompatible because it adds a new method to the  <file_name>  interface. The method returns the call's timeout. <enter> The trickiest part of this is signaling the end of the call, which occurs after the last byte is consumed of the last follow up request, or when the call fails. Fortunately this is made easier by borrowing the sites used by <iden>, which already plots out where calls end. <enter>  <link> "
0,"New API,  <method_name> <enter> Also rename  <method_name>  to <iden>(). 'Issued' is the word used by certificates; 'signed' is the word used by cryptographers. I prefer 'signed'. "
0,Fixup  <file_name>  so that it's worthy of production use.  <enter> This changes the default from the insecure 1024-bit <iden> to a secure 256-bit <iden> key. It adds a new option to use <iden> keys for interoperating with older clients. 
0,Support client authentication in  <file_name> <enter> Also expose the handshake in the RecordedResponse. <enter>  <link> 
0,"Remove <iden>-mode <iden> cipher suites  <enter> This removes the following cipher suites as supported-by-default: TLS_ECDHE_<iden>_WITH_AES_128_<iden>_SHA TLS_ECDHE_<iden>_WITH_AES_256_<iden>_SHA <enter> This tracks a similar change in Chromium 56:  <url>#remove_cbc-mode_ecdsa_ciphers_in_tls  <enter> OkHttp's updated cipher suites, plus comparisons to <iden>, <iden>, Chromium, Firefox, and Square's server-site configuration is here:  <url>  <enter>  Closes :  <link> "
0,Update changelog for <iden> <version>. 
2,Fix Javadoc builds with the jsr305 dependency.  <enter> Because multiple modules share a package we need to share the dependency on everything in package-info.java. 
3,Forbid null for a  <file_name> 's message.  <enter> This was only ever null in test code. Everything that parses responses from the network gets a non-null value. The message may be empty. 
0,Change  <file_name> 's failure mode to not crash on charset problems.  <enter> As-is it throws unchecked exceptions on unexpected charsets. This is a problem because it can cause a misbehaving webserver to crash the client. <enter> I don't expect this to break existing clients; returning 'null' has always been a possibility; it's just returned in more cases. 
0,Invalidate the cache even if the response has no body.  <enter> Closes :  <link> 
0,Permit network interceptors to rewrite the host header.  <enter> This makes it possible to do domain fronting. <enter>  Closes <link> 
0,Make the  <file_name>  a little better.  <enter> <iden> threads by their URLs. Don't follow all fragments of the same <iden>. 
3,Change  <method_name>  to return a <iden>. 
0,Changelog for <iden> <version>. 
0,Fix an invalid HTML entity in the  <file_name>  Javadoc.  <enter> And-per-se-and 
0,Inject a leading . for better matching under  <file_name> <enter> Closes :  <link> 
0,Fix a test to not require a fallback <iden> address.  <enter> This might be an unexpected upside of the migration to the Call API. <enter>  Closes :  <link> 
0,More docs for  <method_name> <enter> Closes :  <link> Closes :  <link> 
2,"Fix tests to share a common <iden>.  <enter> Also fix the memory limit, which may prevent Travis from failing our tests. "
3,"Collapse interceptors into a single chain.  <enter> Instead of having a chain of application interceptors and a separate chain of network interceptors, this makes a single heterogeneous chain. It makes the <iden> core and network caller into interceptors. "
0,"A  <method_name> <enter> This is something we need to implement HttpURLConnection atop the native OkHttp API. The application thread wants to be active, writing to its OutputStream. But in OkHttp's API, this work wants to happen in the RequestBody.writeTo() callback. To make this work we give the HttpUrlConnection OutputStream the sink end of the pipe, and the RequestBody the source end of the pipe. It's a bit of plumbing, but the benefit is that backpressure, timeouts, and failures will propagate as expected. "
0,Use <iden> in <iden>.  <enter> As discussed here:  <link> 
0,Update changelog for <iden> <version>. 
0,Accept user-provided trust managers in  <method_name> <enter> Closes :  <link> 
0,Update readme and changelog for <version>. 
0,"New  <file_name>  class to normalize certificate chains.  <enter> The goal of this is to get the root <iden> certificate into the certificate chain, so that it can be considered by the certificate pinner. The work to integrate  <file_name>  with <iden> will come in a follow-up PR. <enter> See:  <link> "
0,Update website to link to OkHttp <version> <iden>. 
2,Fix some get prefixes on  <file_name>  and  <method_name>  
3,First step in parsing Set- <file_name>  headers. 
3,Write some new connection pool tests.  <enter> These use the <iden> APIs. They're high-level so they won't break with the implementation rewrite. 
0,Add  <method_name> <enter> Might be useful to expose this bookkeeping to app developers. 
0,"Fix flakiness in  <method_name> <enter> There's a race where the HTTP engine has been created, but not yet connected and the cancel isn't as immediate as it could be. Fix the test by making sure there's a response to be retrieved. <enter> With the upcoming connection pool changes we might make the implementation more robust. <enter>  Closes :  <link> "
0,"Drop our one remaining <iden> cipher suite.  <enter> Tracking <iden> and Firefox, which have also dropped this cipher suite. <enter> This is the only cipher suite change since the last update. See our cipher suites spreadsheet for a comparison:  <url>  <enter>  Closes <link> "
0,More interceptor tests.  <enter> Test interactions with the response cache and <iden>. 
3,Handle null fragments. 
0,Use <iden> to model the response body everywhere.  <enter> This makes cache writing and gzip layering work a bit nicer because there are fewer fields in  <file_name>  to track the various competing streams. 
0,"Move cache writing out of the  <method_name> <enter> This is necessary to unblock network interceptors, where the interceptor may elect to rewrite the response body. If we've already cached the original response body, we're too late. "
3,Permit release candidates in version numbers. 
0,Change the cache to have non-shared semantics.  <enter> This means we'll cache responses that use an <iden> header. This means OkHttp's cache shouldn't be used on middleboxes that sit between user agents and the origin server; in practice this is never a use case for OkHttp. <enter>  Fixes <link> 
3,"Expose internal APIs for pluggable file systems.  <enter> We aren't yet ready to make <iden> a public type, but I don't mind making it _almost_ available via an internal API for those brave enough to try that. <enter> Also migrate all of our tests to use the  <method_name>  It's simpler. <enter>  <link> "
0,Don't append to a truncated line in the journal.  <enter> Fixes <link> 
0,Test that conditional misses update the cache.  <enter> Closes <link> 
2,Crash on unexpected RuntimeExceptions.  <enter> Currently we're sweeping these under the rug. 
0,Use Okio <version> final. 
3,Some POST samples. 
3,APIs to set and remove path segments. 
0,Add missing copyright headers.  <enter> <link> 
3,Change  <file_name>  to not implement java.net.ResponseCache.  <enter> This marks some methods as  @deprecated  and internal-only. Unfortunately we don't have a great mechanism to hide them from the documented <iden>. 
3,Implement query parameter management.  <enter> The tricky part of this is '+' and ' ' management. 
3,Small cleanups.  <enter> Return the  <file_name>  on setters. Remove some completed TODOs in  <method_name>  Link to Okio in Javadoc. 
3, <file_name>  parsing.  <enter> This includes everything but character encoding. The implementation is built around one oversized method that runs top to bottom; I found this was easier to follow than the switch statement recommended by the <iden> standard. 
0,Test differences between user and network responses for gzip. 
2,Fix <iden> post retransmit in the new API.  <enter> We don't buffer response bodies in the new API. But we should retransmit POST bodies when a request fails. 
0," <file_name>  recipe.  <enter> To my great delight, <iden> and Android can read .pem files without the BKS or JKS store files we typically use to distribute trusted certificates. <enter> This recipe includes a big copy-and-pasteable method for converting an <iden> of <iden> files into an <iden>. The rest of it is warnings about how dangerous that is. <enter>  Closes <link> "
0,"Add a test for interceptors throwing unchecked exceptions.  <enter> Our behavior here is not good. Right now it looks like we're leaking resources; nothing is releasing the socket in a 'finally' clause when interceptors crash. We're also not notifying the callback that the call has failed; that's left hanging. <enter> That said, we don't expect applications to recover from these exceptions. <enter>  Closes <link> "
0,"Add a test for corner-case behavior.  <enter> I'm looking to make HttpURLConnectionImpl delegate to Job, and that means writing tests for all the weird things it does above HttpEngine. "
0,"Add some pings to force happens-before in <iden> tests.  <enter> Previously we were relying on accidents to get our tests to pass. There may still be some that require work, but this should fix the three tests that I saw fail. <enter>  <link> "
3,"Track  <file_name>  ownership.  <enter>  <file_name>  ownership is somewhat racy: when an HttpURLConnection reads the last byte of a connection, its ownership is released and given to the  <method_name>  "
0,Drop ALPN support.  <enter> <link> 
3,Restore support for ResponseCache.setDefault(). 
0,New mockwebserver docs. 
3,Confirm that we use <iden> formatting in <iden>(). 
0,Test for redirect leak bug. 
3,Use <iden> in  <method_name>  
0,"Move  <file_name>  pooling logic.  <enter> Previously we had this ugly, awkward release() method that attempted to manage  <file_name>  pooling, discarding streams for caching, and closing broken streams. <enter> Move  <file_name>  reuse to  <file_name> , with policy informed by  <method_name>  It specifies what to do when the  <file_name>  becomes idle: pool, close or hold. The  <file_name>  does what it's told. "
0,"Read/write access for byte, short and int.  <enter> This is big-endian only because that's all we use in OkHttp. "
3,Implement moving bytes between OkBuffers.  <enter> This is more complicated than I'd anticipated. 
0," <file_name>  API sketch.  <enter> <iden>'m unhappy with java.io:  * No timeouts.  * Every layer needs to copy bytes around. Always copying bytes.  * Features like mark/reset and available() are clumsy.  * Its awkard in mixed text/binary protocols like <iden> because  character decoding is separate and takes over the stream. <enter> Unfortunately java.nio isn't better, just different:  * It's complex.  * <iden> are fixed size.  * No built-in buffer pooling.  * Features like mark/reset/position are clumsy. <enter> This is an obnoxious attempt at a 3rd <iden>/O interface, mostly inspired by <iden> and <iden>, but using growable buffers instead of byte arrays as the core data container. "
0,Don't unzip if there isn't a response body.  <enter> <link> 
0,Don't attempt <iden> modes we know will fail.  <enter> <link> 
3,Small docs fixes. Remove <iden> 2 warnings. 
3, <method_name>  is unused.  <enter> This was a failed experiment. 
0,Tests for canceling async requests. 
0,Use  <file_name>  and  <file_name>  types in  <method_name> <enter> This breaks support for java.net.ResponseCache implementations. That's good. That <iden> is akward and can't support important features like conditional GETs and hit tracking. 
0,Define async APIs and switch  <file_name>  to use <iden> directly.  <enter> Using <iden> directly introduces some duplicated code with <iden>. It also breaks the  <file_name>  cache. I think this is the best route going forward; and eventually we could invert this relationship to have <iden> depending on  <file_name>  directly rather than vice versa. 
3,Static HTTPS/SPDY3/HTTP2 server example 
2,Fix checkstyle issues in new <iden> code. 
0,"Fix a race condition in  <method_name> <enter> This was causing some <iden> connections to be evicted early, and preventing connection reuse. <enter> The spdyConnectionReuse test becomes flaky with the fix that makes  <file_name>  use different sequenceNumbers for different requests on the same socket. With the fix the test is no longer flaky. The old test wasn't good enough to detect what it wanted to detect! <enter> This race has existed in the code since we added more aggressive time-based expiration in January 2013. In my basic tests the race impacted ~20% of connections on a desktop VM. It may have been more on mobile. "
3,Teach  <file_name>  <iden>.  <enter> Kill  <file_name>  in the process. 
3,Don't use <iden> APIs not in Gingerbread 
3,"Introduce a  <file_name>  interface between engine and connection.  <enter> This breaks the direct dependency from  <file_name>  to  <method_name>  With this dependency broken, we can start to use  <file_name>  directly from Dispatcher and Job. "
0,Make  <file_name>  less flaky  <enter> I was seeing flaky results in the debugger because pooled connections were being evicted as the test ran. 
3,Dependency-free examples for the <iden> front page.  <enter> I'm going to include code snippets from these. 
2,"Don't explode if we can't find an interface for a local address.  <enter> We'll likely explode later when attempting to use the socket. But that will fail with an IOException, unlike this which was failing with a NullPointerException. "
3,Update to the latest  <method_name> <enter> Includes everything thru 8842981cbcfe20eb4721c0a2c867fa9a18233062 
0," <method_name> <enter> This is the first step in a change that'll permit the underlying socket stream to change out-from-under-you while you're uploading POST data to a server. <enter> It'll recover from failures writing the request body that occur within the first <iden> bytes, where <iden> will be determined by the number of bytes that can be written without positive confirmation. <enter> See  <link> "
3,Mechanically change <iden> to Square's <iden> style. 
0,Be more careful around IOExceptions.  <enter> This adds a first test where a frame is truncated. That has some unpleasant consequences for the other tests because it means the  <file_name>  is more aggressive about closing the socket when all frames have been sent. <enter> It also reduces the use of exceptions for flow control when handling bogus incoming frames. This is a bit worse and a bit better; my goal is to make it easier to differentiate between protocol-level problems (bogus frames) from transport-level problems (closed sockets and EOF streams). 
3,"Restore tests for response caching + <iden>.  <enter> One of the test cases bitrotted to failure as a consequence of the <iden> route selector change. I stopped assigning the socket, which it needed to cache the <iden> metadata. This is fixed. "
0,"Move out of the  <file_name>  package.  <enter> To promote the code into AOSP, we'll keep this package as-is and do the jarjar in <iden> instead. "
0,Make  <method_name>  return full working connections.  <enter> Previously the returned connections required the caller to do extra work: setting up tunnels (which could require auth) and performing an <iden> handshake. With this change we make a complete working connection in  <method_name>  <enter> This will make it easier to fix fallback when a single domain has multiple <iden> addresses and some of those addresses are not reachable. <enter> This will also make it easier to do SPDY through <iden> proxies. 
2,"Fix a severe bug where multiple <iden> tunnels were attempted.  <enter> The previous code would attempt a <iden> tunnel on reused HTTPS connections, even after the tunnel had been established. This is a severe protocol error! "
0,Address some todos around stream failures and peer errors. 
2,We don't need no stinkin braces. 
3,Handle incoming <iden> frames in <iden>. 
2,Fix <iden> which was being computed incorrectly.  <enter> We were only returning 'true' once we were already in a tunnel. This was bogus. In theory a <iden> tunnel sending extra data could be corrupted due to this bug. <enter> Also migrate one of the <iden> tunnel tests to use SslContextBuilder instead of <iden>. 
0,Merge: Fix <iden> warning due to lack of close on <iden> <enter> Original AOSP/libcore commit by Brian Carlstrom: java.lang.Throwable: Explicit termination method 'end' not called at dalvik.system.<iden>.open(<iden>.java:184) at java.util.zip.Inflater.<init>(Inflater.java:82) at java.util.zip.<iden>.<init>(<iden>.java:96) at java.util.zip.<iden>.<init>(<iden>.java:81) at  <file_name>  <file_name>  at  <file_name>  <file_name>  at  <method_name>  <method_name>  <file_name> :274) at  <method_name>  <method_name>  <file_name> :486) at ... <enter> Bug: 6602529 Change-Id: I9b49cbca561f8780d08844e566820087fdffc4d7 
0,Give the in-progress code a <iden> version number. 
0,Update google-java-format to <version> 
0,Clarify that errors start at 0% probability. 
3,Update to <iden> <version> and a stable <iden>. 
0,"Use custom exception type when triggering mock failure.  <enter> Since we omit the stack trace, this more clearly indicates the source being from <iden>'s mock behavior. "
0,Add JSR 305 nullability annotations. 
0,Update  <file_name>  to the latest version. 
3,Import <iden> 2 <iden>  <enter> From  <url> 
3,Allow <iden> errors to be created as part of mock behavior. 
3,Reflect <iden> canceled state from our <iden>. 
0,Remove unused interface. 
3,Propagate fatal exceptions even if already dispatching an error. 
0,"Switch to a better, custom validating subscriber.  <enter> <iden> is a poor implementation for correctness testing. This new subscriber ensures all events are tested by being a <iden> rule. It also consumes events as they're validated so that assertion becomes more like a script than a ledger. <enter> This also switches tests to use unsafeSubscribe to ensure that any contract violations are not being suppressed. The latest version of RxJava is required for accessing this method on <iden>. "
3,Simplify observable creation and reduce runtime allocations. 
0,Refactor <iden> tests to avoid the use of blocking operators. 
0,Remove duplicated test.  <enter> It is the same as  in this file. 
2,Update to support protobuf <version>. 
3,Skip a UTF-8 <iden> if present. 
1,Actually let's call it a <version>. 
0,Add missing import. 
2,Honor the encoding of the response in XML deserialization. 
3,Adapter Javadoc details. 
2,Document maps don't allow null anywhere. 
1,All the latest of all the things. 
3,Remove the need for generated accessor methods. 
3,Null check Call.enqueue argument. 
3,"Forbid null map values, and null maps. "
3,Propagate callback executor even when not explicitly specified.  <enter> This lets custom <iden> implementations use the  <file_name>  default for their callbacks. 
1,Speling. 
0,Add example of using <iden>  <file_name>  as a <iden>  <method_name> <enter> This also adds the  <file_name>  instance as a param to the string  <file_name>  to allow it to delegate to others directly. This brings it into parity with the method signatures of the other  <file_name>  methods anyway. 
3,Use <iden> instance as factory for reader to honor config.  <enter> This allows settings like support for leniency to be honored. 
3,Write up Beta 4's current change log. 
2,Do not trap <iden> from request body conversion. 
3,Provide ability to retrieve original <iden> object from  <method_name>  
0,Prepare version <version>. 
0,Use new <iden>'s non-throwing close and a simpler body copy. 
3,Switch to a proper builder for  <method_name> <enter> This allows passing an explicit executor for test cases. 
0,Remove incorrect generic parameter. 
3,Extract iterable and array behavior from  <method_name>  
3,Tweaks from review. 
0,Documentation for endpoint resolving on a base  <method_name>  
3,Use a correct implementation of path encoding. 
0,Prepare for <version>. 
3,Provide option for eagerly validating an interface. 
3,"Switch to a generic to/from  <file_name> , explicit factory.  <enter> This allows for specialization based on for what purpose the  <file_name>  is being created. For the built-in  <file_name>  factory, for example, types like `<iden>` and `<iden>` only apply to the response type and types like `<iden>` only apply to a body/part type. "
3,Consolidate response body specializations as inner classes. 
3,Change log for <version>. 
0,RxJava <version> with an important Android fix.  <enter> Just in case someone is relying on the transitive dependency. 
3,"Naming, API changes, and documentation around mock services. "
3,Restore mock module for creating delayed and erroring Calls. 
3,Move response <iden> lookup to happen during method parsing. 
0,Introduce factory for  <file_name>  concept.  <enter> This is still highly-inefficient in its internal use and there are no tests proving that we now fail earlier in configuring a service method. Both of those will come in follow up commits 
0,Rename main class to  <method_name>  
0,Add a test to verify unused and potentially invalid path params are allowed. 
3,"Move  <file_name>  into the main package, remove <iden> from core.  <enter> This change means that only <iden> and <iden> are the types which are allowed for their respective objects by default. If you want serialization of any kind, you need to opt-in with either your own  <file_name>  or one of the provided ones. "
0,Rewrite RxJava call adapter tests to be more understandable. 
2,OkHttp <version> only. 
1,Formatting. 
3,Restore <iden> encoding support. 
0,Remove unused classes from <link> . 
2,Ensure we don't crash on null header values. 
0,Update to OkHttp <version>. Fix a tiny potential NPE. 
0,Fix annotation link. <iden> is gone. 
3,Use new central artifact redirect link. 
0,"Remove deprecated error identifier.  <enter> This whole class is probably going to die or morph, but killing off tech debt before major refactorings makes me feel good. "
0,Prepare for <version>. 
2,Favor an immutable singleton list over immutable list view. 
2,Next version will be <version>. 
0,Use the annotations directly for parameter handling.  <enter> Before we attempted to normalize the parameter annotations into a name and type model. The introduction of multi-part transfer encodings required something more expressive so the annotation instances themselves were used. This change removes the name and type in favor of using the annotation for everything. <enter> Deprecate the pre-encoded annotations in favor of boolean fields on the corresponding 'regular' annotation. 
3,Bump Wire dependency. 
3,Migrate most behavior tests to be whitebox(ish).  <enter> Eliminate the blackbox inspection into <iden> and direct invocation of <iden> by combining the two. 
3,Add transfer encoding to multipart parts.  <enter> Also: <enter>  * Reject multiple annotations on method parameters.  * Pre-size <iden> instances to their likely size. 
3,Bump Guava dependency. 
3,Bump test dependencies. 
0,"Expose success type on  <method_name> <enter> There's a bit of a test gap going on for all the variants of successful and erroneous handling of sync, async, and rx. This new behavior is fully tested in all three but more general behavior testing for them will be needed in in a follow-up. "
0,Update documentation for handling of @field and @part values. 
0,Add docs about null responses. 
3, <file_name>  should use <iden>. 
3,Use latest release plugin. 
3,Correct map parameter type detection for query and field. 
3,Update  <file_name>  to latest. Add default constructor. 
0,Prepare version <version>. 
3,Add simple package info to root package. 
3,Retain old parameter type. 
3,Style tweaks to new endpoint code. 
0,Properly name ignored exception in 'catch' block. 
3,Add some static factory methods to  <method_name>  
3,Correct header length checking logic. Improve exception message. 
0,Promote <iden> logging to a class which knows about chunking.  <enter> Remove the concept of chunking from calling code. This is an <iden>-specific implementation detail which is now only performed when needed. 
0,Prepare for <version>. 
3,Add empty <iden> implementation. 
3,Add a first-party converter for <iden>. 
2,Ensure <iden> is not cast to @path when processing method. 
2,Fix IntelliJ auto-formatting. 
0,Add path and query tests for pre-encoded values. 
3,Add converters module and protobuf converter. 
1,Newine at end of file. Yes plz. 
3,Log network and unexpected exceptions if logging is enabled. 
3,Add two levels of logging. 
0,Correct javadoc to point to proper annotation. 
3,Special case <iden> type for multi- <file_name>  parts. 
3,Allow uppercase letters in path parameters. 
3,Dependency updates. 
3,Escape closing curly braces for <iden> support. 
0,Fix styling of <iden> download. 
3,Add website deploy script. 
2,First sample is synchronous. 
0,Rename 'pair' to 'field' to match annotation.  <enter> Closes <link> . 
3,Re-arrange package structure. 
3,Bump GSON to latest stable. 
3,Add <iden>-specific client when its present on the classpath. 
0,Reset thread name to idle when not in use.  <enter> Closes <link> . 
0,Roll our own multi-part implementation.  <enter> Drop Apache mime4j dependency. <enter>  Closes <link> . 
3,Remove usage of <iden> constants class from Apache dependency. 
0,Relax enforcement of UTF-8 and use the body charset for decoding.  <enter> Consumers wanting well-behaved endponts should override or add to their `<iden>` charset enforcement: <enter>  <enter>  Closes <link> . 
0,Add <iden>  <method_name> <enter> Use this on <iden> <version> and prior and when on the <iden>. <enter> Also update our sample to use <iden> contributors rather than the <iden> because the latter is shutting down and subject to lame rate limiting when on common networks. <enter> Bump some dependencies to their latest versions. 
3,Provide a mutable  <file_name>  implementation. <iden> to conform. 
3,Move packages.  <enter> * `retrofit.io` -> `retrofit.http.mime` * `retrofit.android` -> `retrofit.http.android` 
3,Revert 'Revert 'Allow  <file_name>  instantiation. Hide some Apache implementation details.'' <enter> This reverts commit  <link> . 
3,Simplify test method fetching. 
3,Allow  <file_name>  instantiation. Hide some Apache implementation details. 
0,Convert to 100-char lines. 
0,Convert all files to 100-character lines. Enforce with  <method_name>  
3,Add commons-logging ignore to httpmime. 
3,Restore <iden> logging of <iden> response body. 
3,Simplify asynchronous executor API. 
3,Hide more implementation details. 
3,Remove optional mark on GSON dependency. 
3,Enable more  <file_name>  checks. 
0,Remove unused  <file_name>  classes. 
3,Introduce builder pattern to instantiate  <method_name> <enter>  <file_name>  and profiler are now optional. Convenience methods for specifying a <iden> or an <iden> directly are also provided. 
3,Add <iden> to build. 
0,"Use <iden> directly in <iden> and <iden>.  <enter> This is a short step on the road to <iden> body format agnostic support. And it's not a pretty step, either. "
0,Add a CONTRIBUTING file. 
1,More FEST-isms. 
3,Re-enable 'android' and 'io' tests. Switch to FEST. 
3,Eliminate barren 'core' module. Updates to other modules. 
3, <file_name>  cleanup. 
0,Bump version back to <iden> 
0,Bump version to RC2. 
0,Mark GSON as provided since we jarjar it in. 
0,Bump version to RC1. 
3,Use no_aop Guice variant. 
0,Revert version to <version> to match previous ant/ivy build.  <enter> Add a description too... 
3,Add error-prone compiler and fix its found issues. 
0,Remove old <iden> protocol method. 
3,Expose <iden> directly on  <method_name>  
3,Use a <iden> for body contents. 
0,Correct comment. 
3,Support 204 and 205 'No <iden>' replies when application interceptor. 
3,Use Sources and Sinks for all <iden>. 
2,Skip buffer allocation when not needed. 
0,Update to <iden> <version>. 
0,"Introduce intermediate storage for frame contents.  <enter> This eliminates the need to always send a frame for every FrameSink#write and to always send an empty frame for FrameSink#close. Now, we only emit bytes once <iden> reports complete segments. "
3,Use HTML entity for ampersand. 
3,Use <iden>'s appending sink for <iden>. 
3,Correct reference to RC1. 
3,Close the source after reading regardless of result. 
3,Add convenience overload for <iden>-backed  <method_name>  
2,Exceptions from peer closing should not be propagated. 
3,Allow specifying a socket factory for connections.  <enter> This socket factory will be used for all non-proxy connections and <iden> proxy connections. 
3,Remove 'jar-with-dependencies' qualifier from download link.  <enter> This link is used when the jQuery <iden> Artifact plugin cannot resolve the absolute URL of the latest artifact. 
0,Build setup tweak to work around release plugin bug.  <enter> <url> 
0,Remove creation of 'fat' jar.  <enter> Since the 'okhttp-protocols' module no longer exists we do not need to create this. 
3,Revert '[maven-release-plugin] prepare release parent-<version>'  <enter> This reverts commit  <link> . 
3,Only exclude Javadoc from 'internal' package in the main artifact. 
0,Request entity tests for the <iden> client shim. 
0,Use consistent camel casing of <iden>. 
3,Revert 'Consistent casing of <iden> in method names.'  <enter> This reverts commit  <link> . 
0, <file_name>  version updates. Drop unused dependencies. 
3,Update website to the latest design. 
0,Minor doc fix. 
3,Correct checkstyle. 
0,fix misspelling  <enter> <url> 
3, <file_name> -1 Change schema element 'sent' default value to false  <enter> <url> 
0,"Revert ' <file_name> : declare after() to throw <iden> ( <link> )'  <enter> Revert commit  <link> . It breaks code that extends  <file_name> , overrides after() and calls super.after() in after(). "
2, <method_name>  returns modifiable <iden> ( <link> ) 
0,optimize some code styles ( <link> )  <enter> * optimize some code styles <enter>  > <enter> * optimize some code styles <enter> Signed-off-by: jimin.jm <slievrly@<version>> 
0,remove unnecessary null check before instance of ( <link> )  <enter>  > 
0,extract duplicate code to a method ( <link> ) 
0,move <iden> to  <file_name>  ( <link> ) 
0,Added release notes 
3,Clarify that annotating suite has no effect 
0,add some unit test for dubbo-auth ( <link> ) 
0,add the router key in  <file_name>  ( <link> ) 
3,Ignore static interface methods when eagerly validating 
0,"Migrate  <file_name>  <file_name>  <file_name>  + their body types to Kotlin ( <link> )  <enter> * Rename  <file_name>  ->  <file_name>  <enter> * Rename  <file_name>  ->  <file_name>  <enter> * Rename  <file_name>  ->  <file_name>  <enter> * Rename  <file_name>  ->  <file_name>  <enter> * Convert  <file_name>  to Kotlin <enter> * Convert  <file_name>  to Kotlin <enter> * Convert  <file_name>  to Kotlin <enter> * Convert  <file_name>  to Kotlin <enter> * Clean up package private usages in tests <enter> * <iden>() in HttpLoggingInterceptor <enter> Apparently making this a function is a breaking change to kotlin consumers, and the previous <iden> method was swizzled to a property accessor before <enter> * Exclude  <file_name>  <file_name>  <file_name>  now-explicitly final methods from japi <enter> The classes were final already, so this is a false positive <enter> * Fix isSuccesful <enter> * Make builders + funs open to match OkHttp3 <enter> * Clean up lazy usages to be more idiomatic <enter> * Move boolean 'is' properties back to vals to preserve <iden> for both langs <enter> This is also more idiomatic for kotlin anyway <enter> * <iden> more idiomatic require checks <enter> * Fix require null logic <enter> * <iden>-backtick nulls <enter> * Revert 'Clean up lazy usages to be more idiomatic' <enter> This reverts commit  <link> . <enter> * Add missing braces <enter> * +4 indent on doc <enter> * Remove todo doc <enter> * <iden> HttpUrl.get() <enter> * Fix weird spacing <enter> * Backticks <enter> * ### <enter> * ### <iden> <enter> * <iden> grpc <enter> * Move back to regular control flow "
0,Deprecate rule  <file_name>  ( <link> )  <enter> The method Assert.assertThrows provides a nicer way for verifying exceptions. In addition the use of  <file_name>  is error-prone when used with other rules like TestWatcher because the order of rules is important in that case. 
0,"Disable parts of doclint for the site's javadoc.  <enter> This is a follow-up to  <link> . That commit is missing to apply the doclint rules to site generation. Hence the site goal fails because of doclint issues. Now doclint is disabled for all groups but accessibility and reference for the site generation, too. "
0,Fix broken links in the documentation 
0,"Honour ext and classifier on @Grabbed dependencies  <enter> We currently honour type, but ignore ext. <iden> doesn't make a distinction between the two so a Grab that specifies both type and ext but with different values is considered to be an error. <enter>  Fixes <link> "
0,update version to <version> 
0,update version to <version> 
3,Converted tab to spaces 
0,Converted tabs to spaces  <enter> Converted tabs to spaces for newly added code to be in line with guidelines. 
0,remove reference destroy guardian ( <link> )  <enter> fix <link> 
2,"When using zookeeper and  <file_name>  is null,don't set port attribute ( <link> ) <enter>  fix <link> "
3,Adding additional javadoc context for deprecated  <method_name>  Adding  <file_name>  entry for pholser. Starting <version> release notes. 
0,"For <link> , remove  <method_name> <enter> Having this method in place made a class from the 'core' of JUnit (org.junit.runners.model) depend on something from 'experimental' -- a dependency going in the wrong direction. "
2,fix wrong telnet command package( <link> ) ( <link> ) 
2,fix wrong telnet command package( <link> ) ( <link> ) 
0,extract method to cache default extension name ( <link> ) 
0,move construction of <iden> outside the lambda expression ( <link>  <enter> <link> ) 
0,Update maven-dependency-plugin to version <version>  <enter> Closes <link> 
0,Upgrade to Joda-Time <version>  <enter> Closes <link> 
0,Convert  <file_name>  to Kotlin ( <link> )  <enter> * Move  <file_name>  to Kotlin <enter> * Newline 
0,Move  <file_name>  to Kotlin ( <link> )  <enter> * Convert  <file_name>  to Kotlin <enter> * Idiomatic kotlin <enter> * Fix some PR comments 
